path,class_id
data/processed_rois\class_3\group13000_13000_13000179_2.jpg,3
data/processed_rois\class_6\group13000_13000_13000179_3.jpg,6
data/processed_rois\class_4\group13000_13000_13000180_0.jpg,4
data/processed_rois\class_5\group13000_13000_13000180_1.jpg,5
data/processed_rois\class_5\group13000_13000_13000180_2.jpg,5
data/processed_rois\class_1\group13000_13000_13000181_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000181_1.jpg,3
data/processed_rois\class_5\group13000_13000_13000181_2.jpg,5
data/processed_rois\class_6\group13000_13000_13000181_3.jpg,6
data/processed_rois\class_4\group13000_13000_13000181_4.jpg,4
data/processed_rois\class_4\group13000_13000_13000181_5.jpg,4
data/processed_rois\class_3\group13000_13000_13000181_6.jpg,3
data/processed_rois\class_1\group13000_13000_13000182_0.jpg,1
data/processed_rois\class_1\group13000_13000_13000182_1.jpg,1
data/processed_rois\class_4\group13000_13000_13000182_2.jpg,4
data/processed_rois\class_5\group13000_13000_13000182_3.jpg,5
data/processed_rois\class_4\group13000_13000_13000182_4.jpg,4
data/processed_rois\class_3\group13000_13000_13000182_5.jpg,3
data/processed_rois\class_1\group13000_13000_13000183_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000183_1.jpg,3
data/processed_rois\class_5\group13000_13000_13000183_2.jpg,5
data/processed_rois\class_4\group13000_13000_13000183_3.jpg,4
data/processed_rois\class_3\group13000_13000_13000183_4.jpg,3
data/processed_rois\class_5\group13000_13000_13000183_5.jpg,5
data/processed_rois\class_1\group13000_13000_13000184_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000184_1.jpg,3
data/processed_rois\class_6\group13000_13000_13000184_2.jpg,6
data/processed_rois\class_5\group13000_13000_13000184_3.jpg,5
data/processed_rois\class_4\group13000_13000_13000184_4.jpg,4
data/processed_rois\class_4\group13000_13000_13000184_5.jpg,4
data/processed_rois\class_4\group13000_13000_13000184_6.jpg,4
data/processed_rois\class_3\group13000_13000_13000184_7.jpg,3
data/processed_rois\class_1\group13000_13000_13000185_0.jpg,1
data/processed_rois\class_1\group13000_13000_13000185_1.jpg,1
data/processed_rois\class_5\group13000_13000_13000185_2.jpg,5
data/processed_rois\class_6\group13000_13000_13000185_3.jpg,6
data/processed_rois\class_5\group13000_13000_13000185_4.jpg,5
data/processed_rois\class_3\group13000_13000_13000185_5.jpg,3
data/processed_rois\class_6\group13000_13000_13000186_0.jpg,6
data/processed_rois\class_3\group13000_13000_13000186_1.jpg,3
data/processed_rois\class_1\group13000_13000_13000186_2.jpg,1
data/processed_rois\class_3\group13000_13000_13000186_3.jpg,3
data/processed_rois\class_1\group13000_13000_13000186_4.jpg,1
data/processed_rois\class_4\group13000_13000_13000186_5.jpg,4
data/processed_rois\class_3\group13000_13000_13000187_0.jpg,3
data/processed_rois\class_3\group13000_13000_13000187_1.jpg,3
data/processed_rois\class_2\group13000_13000_13000187_2.jpg,2
data/processed_rois\class_5\group13000_13000_13000187_3.jpg,5
data/processed_rois\class_6\group13000_13000_13000187_4.jpg,6
data/processed_rois\class_1\group13000_13000_13000188_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000188_1.jpg,3
data/processed_rois\class_3\group13000_13000_13000188_2.jpg,3
data/processed_rois\class_4\group13000_13000_13000188_3.jpg,4
data/processed_rois\class_5\group13000_13000_13000188_4.jpg,5
data/processed_rois\class_3\group13000_13000_13000189_0.jpg,3
data/processed_rois\class_4\group13000_13000_13000189_1.jpg,4
data/processed_rois\class_6\group13000_13000_13000189_2.jpg,6
data/processed_rois\class_5\group13000_13000_13000189_3.jpg,5
data/processed_rois\class_4\group13000_13000_13000189_4.jpg,4
data/processed_rois\class_4\group13000_13000_13000189_5.jpg,4
data/processed_rois\class_3\group13000_13000_13000190_0.jpg,3
data/processed_rois\class_4\group13000_13000_13000190_1.jpg,4
data/processed_rois\class_3\group13000_13000_13000190_2.jpg,3
data/processed_rois\class_4\group13000_13000_13000190_3.jpg,4
data/processed_rois\class_6\group13000_13000_13000190_4.jpg,6
data/processed_rois\class_5\group13000_13000_13000190_5.jpg,5
data/processed_rois\class_3\group13000_13000_13000191_0.jpg,3
data/processed_rois\class_5\group13000_13000_13000191_1.jpg,5
data/processed_rois\class_6\group13000_13000_13000191_2.jpg,6
data/processed_rois\class_5\group13000_13000_13000191_3.jpg,5
data/processed_rois\class_4\group13000_13000_13000191_4.jpg,4
data/processed_rois\class_3\group13000_13000_13000191_5.jpg,3
data/processed_rois\class_1\group13000_13000_13000193_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000193_1.jpg,3
data/processed_rois\class_4\group13000_13000_13000193_2.jpg,4
data/processed_rois\class_6\group13000_13000_13000193_3.jpg,6
data/processed_rois\class_1\group13000_13000_13000194_0.jpg,1
data/processed_rois\class_5\group13000_13000_13000194_1.jpg,5
data/processed_rois\class_6\group13000_13000_13000194_2.jpg,6
data/processed_rois\class_5\group13000_13000_13000194_3.jpg,5
data/processed_rois\class_4\group13000_13000_13000194_4.jpg,4
data/processed_rois\class_1\group13000_13000_13000195_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000195_1.jpg,3
data/processed_rois\class_4\group13000_13000_13000195_2.jpg,4
data/processed_rois\class_5\group13000_13000_13000195_3.jpg,5
data/processed_rois\class_6\group13000_13000_13000195_4.jpg,6
data/processed_rois\class_2\group13000_13000_13000196_0.jpg,2
data/processed_rois\class_2\group13000_13000_13000196_1.jpg,2
data/processed_rois\class_5\group13000_13000_13000196_2.jpg,5
data/processed_rois\class_6\group13000_13000_13000196_3.jpg,6
data/processed_rois\class_5\group13000_13000_13000196_4.jpg,5
data/processed_rois\class_6\group13000_13000_13000196_5.jpg,6
data/processed_rois\class_1\group13000_13000_13000197_0.jpg,1
data/processed_rois\class_2\group13000_13000_13000197_1.jpg,2
data/processed_rois\class_3\group13000_13000_13000197_2.jpg,3
data/processed_rois\class_4\group13000_13000_13000197_3.jpg,4
data/processed_rois\class_5\group13000_13000_13000197_4.jpg,5
data/processed_rois\class_6\group13000_13000_13000197_5.jpg,6
data/processed_rois\class_1\group13000_13000_13000198_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000198_1.jpg,3
data/processed_rois\class_5\group13000_13000_13000198_2.jpg,5
data/processed_rois\class_6\group13000_13000_13000198_3.jpg,6
data/processed_rois\class_1\group13000_13000_13000199_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000199_1.jpg,3
data/processed_rois\class_4\group13000_13000_13000199_2.jpg,4
data/processed_rois\class_4\group13000_13000_13000199_3.jpg,4
data/processed_rois\class_4\group13000_13000_13000199_4.jpg,4
data/processed_rois\class_3\group13000_13000_13000199_5.jpg,3
data/processed_rois\class_1\group13000_13000_13000201_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000201_1.jpg,3
data/processed_rois\class_4\group13000_13000_13000201_2.jpg,4
data/processed_rois\class_3\group13000_13000_13000201_3.jpg,3
data/processed_rois\class_6\group13000_13000_13000201_4.jpg,6
data/processed_rois\class_1\group13000_13000_13000202_0.jpg,1
data/processed_rois\class_5\group13000_13000_13000202_1.jpg,5
data/processed_rois\class_6\group13000_13000_13000202_2.jpg,6
data/processed_rois\class_4\group13000_13000_13000202_3.jpg,4
data/processed_rois\class_6\group13000_13000_13000202_4.jpg,6
data/processed_rois\class_3\group13000_13000_13000202_5.jpg,3
data/processed_rois\class_1\group13000_13000_13000203_0.jpg,1
data/processed_rois\class_2\group13000_13000_13000203_1.jpg,2
data/processed_rois\class_2\group13000_13000_13000203_2.jpg,2
data/processed_rois\class_3\group13000_13000_13000203_3.jpg,3
data/processed_rois\class_3\group13000_13000_13000203_4.jpg,3
data/processed_rois\class_5\group13000_13000_13000203_5.jpg,5
data/processed_rois\class_6\group13000_13000_13000203_6.jpg,6
data/processed_rois\class_1\group13000_13000_13000204_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000204_1.jpg,3
data/processed_rois\class_4\group13000_13000_13000204_2.jpg,4
data/processed_rois\class_6\group13000_13000_13000204_3.jpg,6
data/processed_rois\class_5\group13000_13000_13000204_4.jpg,5
data/processed_rois\class_4\group13000_13000_13000204_5.jpg,4
data/processed_rois\class_3\group13000_13000_13000204_6.jpg,3
data/processed_rois\class_3\group13000_13000_13000204_7.jpg,3
data/processed_rois\class_1\group13000_13000_13000205_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000205_1.jpg,3
data/processed_rois\class_4\group13000_13000_13000205_2.jpg,4
data/processed_rois\class_5\group13000_13000_13000205_3.jpg,5
data/processed_rois\class_6\group13000_13000_13000205_4.jpg,6
data/processed_rois\class_6\group13000_13000_13000205_5.jpg,6
data/processed_rois\class_4\group13000_13000_13000205_6.jpg,4
data/processed_rois\class_1\group13000_13000_13000206_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000206_1.jpg,3
data/processed_rois\class_5\group13000_13000_13000206_2.jpg,5
data/processed_rois\class_3\group13000_13000_13000206_3.jpg,3
data/processed_rois\class_1\group13000_13000_13000208_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000208_1.jpg,3
data/processed_rois\class_4\group13000_13000_13000208_2.jpg,4
data/processed_rois\class_5\group13000_13000_13000208_3.jpg,5
data/processed_rois\class_6\group13000_13000_13000208_4.jpg,6
data/processed_rois\class_3\group13000_13000_13000208_5.jpg,3
data/processed_rois\class_5\group13000_13000_13000208_6.jpg,5
data/processed_rois\class_1\group13000_13000_13000211_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000211_1.jpg,3
data/processed_rois\class_4\group13000_13000_13000211_2.jpg,4
data/processed_rois\class_5\group13000_13000_13000211_3.jpg,5
data/processed_rois\class_1\group13000_13000_13000214_0.jpg,1
data/processed_rois\class_2\group13000_13000_13000214_1.jpg,2
data/processed_rois\class_3\group13000_13000_13000214_2.jpg,3
data/processed_rois\class_5\group13000_13000_13000214_3.jpg,5
data/processed_rois\class_6\group13000_13000_13000214_4.jpg,6
data/processed_rois\class_1\group13000_13000_13000215_0.jpg,1
data/processed_rois\class_3\group13000_13000_13000215_1.jpg,3
data/processed_rois\class_4\group13000_13000_13000215_2.jpg,4
data/processed_rois\class_5\group13000_13000_13000215_3.jpg,5
data/processed_rois\class_6\group13000_13000_13000215_4.jpg,6
data/processed_rois\class_5\group13000_13000_13000215_5.jpg,5
data/processed_rois\class_4\group13000_13000_13000215_6.jpg,4
data/processed_rois\class_4\group13000_13000_13000215_7.jpg,4
data/processed_rois\class_3\group13000_13000_13000215_8.jpg,3
data/processed_rois\class_3\group20085_20085_20085001_0.jpg,3
data/processed_rois\class_4\group20085_20085_20085001_1.jpg,4
data/processed_rois\class_5\group20085_20085_20085001_2.jpg,5
data/processed_rois\class_6\group20085_20085_20085001_3.jpg,6
data/processed_rois\class_3\group20085_20085_20085001_4.jpg,3
data/processed_rois\class_6\group20085_20085_20085001_5.jpg,6
data/processed_rois\class_5\group20085_20085_20085001_6.jpg,5
data/processed_rois\class_5\group20085_20085_20085002_0.jpg,5
data/processed_rois\class_4\group20085_20085_20085002_1.jpg,4
data/processed_rois\class_3\group20085_20085_20085002_2.jpg,3
data/processed_rois\class_3\group20085_20085_20085002_3.jpg,3
data/processed_rois\class_5\group20085_20085_20085002_4.jpg,5
data/processed_rois\class_6\group20085_20085_20085002_5.jpg,6
data/processed_rois\class_6\group20085_20085_20085002_6.jpg,6
data/processed_rois\class_1\group20085_20085_20085003_0.jpg,1
data/processed_rois\class_4\group20085_20085_20085003_1.jpg,4
data/processed_rois\class_2\group20085_20085_20085003_2.jpg,2
data/processed_rois\class_3\group20085_20085_20085003_3.jpg,3
data/processed_rois\class_6\group20085_20085_20085003_4.jpg,6
data/processed_rois\class_1\group20085_20085_20085003_5.jpg,1
data/processed_rois\class_4\group20085_20085_20085003_6.jpg,4
data/processed_rois\class_5\group20085_20085_20085003_7.jpg,5
data/processed_rois\class_3\group20085_20085_20085004_0.jpg,3
data/processed_rois\class_4\group20085_20085_20085004_1.jpg,4
data/processed_rois\class_5\group20085_20085_20085004_2.jpg,5
data/processed_rois\class_6\group20085_20085_20085004_3.jpg,6
data/processed_rois\class_6\group20085_20085_20085004_4.jpg,6
data/processed_rois\class_4\group20085_20085_20085004_5.jpg,4
data/processed_rois\class_5\group20085_20085_20085004_6.jpg,5
data/processed_rois\class_3\group20085_20085_20085005_0.jpg,3
data/processed_rois\class_3\group20085_20085_20085005_1.jpg,3
data/processed_rois\class_4\group20085_20085_20085005_2.jpg,4
data/processed_rois\class_4\group20085_20085_20085005_3.jpg,4
data/processed_rois\class_5\group20085_20085_20085005_4.jpg,5
data/processed_rois\class_5\group20085_20085_20085005_5.jpg,5
data/processed_rois\class_6\group20085_20085_20085005_6.jpg,6
data/processed_rois\class_6\group20085_20085_20085005_7.jpg,6
data/processed_rois\class_2\group20085_20085_20085005_8.jpg,2
data/processed_rois\class_2\group20085_20085_20085006_0.jpg,2
data/processed_rois\class_3\group20085_20085_20085006_1.jpg,3
data/processed_rois\class_4\group20085_20085_20085006_2.jpg,4
data/processed_rois\class_6\group20085_20085_20085006_3.jpg,6
data/processed_rois\class_6\group20085_20085_20085006_4.jpg,6
data/processed_rois\class_2\group20085_20085_20085009_0.jpg,2
data/processed_rois\class_2\group20085_20085_20085009_1.jpg,2
data/processed_rois\class_3\group20085_20085_20085009_2.jpg,3
data/processed_rois\class_4\group20085_20085_20085009_3.jpg,4
data/processed_rois\class_4\group20085_20085_20085009_4.jpg,4
data/processed_rois\class_6\group20085_20085_20085009_5.jpg,6
data/processed_rois\class_6\group20085_20085_20085009_6.jpg,6
data/processed_rois\class_2\group20085_20085_20085010_0.jpg,2
data/processed_rois\class_3\group20085_20085_20085010_1.jpg,3
data/processed_rois\class_3\group20085_20085_20085010_2.jpg,3
data/processed_rois\class_4\group20085_20085_20085010_3.jpg,4
data/processed_rois\class_4\group20085_20085_20085010_4.jpg,4
data/processed_rois\class_5\group20085_20085_20085010_5.jpg,5
data/processed_rois\class_5\group20085_20085_20085010_6.jpg,5
data/processed_rois\class_6\group20085_20085_20085010_7.jpg,6
data/processed_rois\class_4\group20085_20085_20085011_0.jpg,4
data/processed_rois\class_1\group20085_20085_20085011_1.jpg,1
data/processed_rois\class_1\group20085_20085_20085011_2.jpg,1
data/processed_rois\class_2\group20085_20085_20085011_3.jpg,2
data/processed_rois\class_5\group20085_20085_20085011_4.jpg,5
data/processed_rois\class_6\group20085_20085_20085011_5.jpg,6
data/processed_rois\class_2\group20085_20085_20085011_6.jpg,2
data/processed_rois\class_5\group20085_20085_20085012_0.jpg,5
data/processed_rois\class_2\group20085_20085_20085012_1.jpg,2
data/processed_rois\class_4\group20085_20085_20085012_2.jpg,4
data/processed_rois\class_3\group20085_20085_20085012_3.jpg,3
data/processed_rois\class_1\group20085_20085_20085012_4.jpg,1
data/processed_rois\class_1\group20085_20085_20085012_5.jpg,1
data/processed_rois\class_6\group20085_20085_20085012_6.jpg,6
data/processed_rois\class_1\group20085_20085_20085013_0.jpg,1
data/processed_rois\class_3\group20085_20085_20085013_1.jpg,3
data/processed_rois\class_4\group20085_20085_20085013_2.jpg,4
data/processed_rois\class_5\group20085_20085_20085013_3.jpg,5
data/processed_rois\class_6\group20085_20085_20085013_4.jpg,6
data/processed_rois\class_1\group20085_20085_20085014_0.jpg,1
data/processed_rois\class_2\group20085_20085_20085014_1.jpg,2
data/processed_rois\class_3\group20085_20085_20085014_2.jpg,3
data/processed_rois\class_4\group20085_20085_20085014_3.jpg,4
data/processed_rois\class_5\group20085_20085_20085014_4.jpg,5
data/processed_rois\class_6\group20085_20085_20085014_5.jpg,6
data/processed_rois\class_1\group20085_20085_20085015_0.jpg,1
data/processed_rois\class_2\group20085_20085_20085015_1.jpg,2
data/processed_rois\class_3\group20085_20085_20085015_2.jpg,3
data/processed_rois\class_3\group20085_20085_20085015_3.jpg,3
data/processed_rois\class_5\group20085_20085_20085015_4.jpg,5
data/processed_rois\class_6\group20085_20085_20085015_5.jpg,6
data/processed_rois\class_1\group20085_20085_20085015_6.jpg,1
data/processed_rois\class_2\group20085_20085_20085015_7.jpg,2
data/processed_rois\class_1\group20085_20085_20085016_0.jpg,1
data/processed_rois\class_1\group20085_20085_20085016_1.jpg,1
data/processed_rois\class_2\group20085_20085_20085016_2.jpg,2
data/processed_rois\class_3\group20085_20085_20085016_3.jpg,3
data/processed_rois\class_4\group20085_20085_20085016_4.jpg,4
data/processed_rois\class_5\group20085_20085_20085016_5.jpg,5
data/processed_rois\class_6\group20085_20085_20085016_6.jpg,6
data/processed_rois\class_1\group20085_20085_20085017_0.jpg,1
data/processed_rois\class_1\group20085_20085_20085017_1.jpg,1
data/processed_rois\class_2\group20085_20085_20085017_2.jpg,2
data/processed_rois\class_4\group20085_20085_20085017_3.jpg,4
data/processed_rois\class_5\group20085_20085_20085017_4.jpg,5
data/processed_rois\class_6\group20085_20085_20085017_5.jpg,6
data/processed_rois\class_2\group20085_20085_20085017_6.jpg,2
data/processed_rois\class_1\group20085_20085_20085018_0.jpg,1
data/processed_rois\class_1\group20085_20085_20085018_1.jpg,1
data/processed_rois\class_3\group20085_20085_20085018_2.jpg,3
data/processed_rois\class_4\group20085_20085_20085018_3.jpg,4
data/processed_rois\class_2\group20085_20085_20085018_4.jpg,2
data/processed_rois\class_2\group20085_20085_20085018_5.jpg,2
data/processed_rois\class_5\group20085_20085_20085018_6.jpg,5
data/processed_rois\class_6\group20085_20085_20085018_7.jpg,6
data/processed_rois\class_1\group20085_20085_20085019_0.jpg,1
data/processed_rois\class_1\group20085_20085_20085019_1.jpg,1
data/processed_rois\class_2\group20085_20085_20085019_2.jpg,2
data/processed_rois\class_2\group20085_20085_20085019_3.jpg,2
data/processed_rois\class_3\group20085_20085_20085019_4.jpg,3
data/processed_rois\class_5\group20085_20085_20085019_5.jpg,5
data/processed_rois\class_6\group20085_20085_20085019_6.jpg,6
data/processed_rois\class_4\group20085_20085_20085019_7.jpg,4
data/processed_rois\class_1\group20085_20085_20085020_0.jpg,1
data/processed_rois\class_2\group20085_20085_20085020_1.jpg,2
data/processed_rois\class_2\group20085_20085_20085020_2.jpg,2
data/processed_rois\class_3\group20085_20085_20085020_3.jpg,3
data/processed_rois\class_4\group20085_20085_20085020_4.jpg,4
data/processed_rois\class_5\group20085_20085_20085020_5.jpg,5
data/processed_rois\class_6\group20085_20085_20085020_6.jpg,6
data/processed_rois\class_6\group20085_20085_20085020_7.jpg,6
data/processed_rois\class_1\group20085_20085_20085022_0.jpg,1
data/processed_rois\class_1\group20085_20085_20085022_1.jpg,1
data/processed_rois\class_2\group20085_20085_20085022_2.jpg,2
data/processed_rois\class_3\group20085_20085_20085022_3.jpg,3
data/processed_rois\class_4\group20085_20085_20085022_4.jpg,4
data/processed_rois\class_5\group20085_20085_20085022_5.jpg,5
data/processed_rois\class_6\group20085_20085_20085022_6.jpg,6
data/processed_rois\class_1\group20085_20085_20085023_0.jpg,1
data/processed_rois\class_1\group20085_20085_20085023_1.jpg,1
data/processed_rois\class_3\group20085_20085_20085023_2.jpg,3
data/processed_rois\class_4\group20085_20085_20085023_3.jpg,4
data/processed_rois\class_6\group20085_20085_20085023_4.jpg,6
data/processed_rois\class_6\group20085_20085_20085023_5.jpg,6
data/processed_rois\class_3\group20085_20085_20085023_6.jpg,3
data/processed_rois\class_6\group20085_20085_20085023_7.jpg,6
data/processed_rois\class_1\group20085_20085_20085024_0.jpg,1
data/processed_rois\class_1\group20085_20085_20085024_1.jpg,1
data/processed_rois\class_2\group20085_20085_20085024_2.jpg,2
data/processed_rois\class_2\group20085_20085_20085024_3.jpg,2
data/processed_rois\class_4\group20085_20085_20085024_4.jpg,4
data/processed_rois\class_5\group20085_20085_20085024_5.jpg,5
data/processed_rois\class_6\group20085_20085_20085024_6.jpg,6
data/processed_rois\class_1\group20085_20085_20085025_0.jpg,1
data/processed_rois\class_2\group20085_20085_20085025_1.jpg,2
data/processed_rois\class_1\group20085_20085_20085025_2.jpg,1
data/processed_rois\class_2\group20085_20085_20085025_3.jpg,2
data/processed_rois\class_3\group20085_20085_20085025_4.jpg,3
data/processed_rois\class_4\group20085_20085_20085025_5.jpg,4
data/processed_rois\class_5\group20085_20085_20085025_6.jpg,5
data/processed_rois\class_6\group20085_20085_20085025_7.jpg,6
data/processed_rois\class_1\group20085_20085_20085026_0.jpg,1
data/processed_rois\class_2\group20085_20085_20085026_1.jpg,2
data/processed_rois\class_3\group20085_20085_20085026_2.jpg,3
data/processed_rois\class_4\group20085_20085_20085026_3.jpg,4
data/processed_rois\class_5\group20085_20085_20085026_4.jpg,5
data/processed_rois\class_6\group20085_20085_20085026_5.jpg,6
data/processed_rois\class_1\group20085_20085_20085027_0.jpg,1
data/processed_rois\class_2\group20085_20085_20085027_1.jpg,2
data/processed_rois\class_3\group20085_20085_20085027_2.jpg,3
data/processed_rois\class_4\group20085_20085_20085027_3.jpg,4
data/processed_rois\class_5\group20085_20085_20085027_4.jpg,5
data/processed_rois\class_6\group20085_20085_20085027_5.jpg,6
data/processed_rois\class_1\group20085_20085_20085028_0.jpg,1
data/processed_rois\class_2\group20085_20085_20085028_1.jpg,2
data/processed_rois\class_3\group20085_20085_20085028_2.jpg,3
data/processed_rois\class_3\group20085_20085_20085028_3.jpg,3
data/processed_rois\class_3\group20085_20085_20085028_4.jpg,3
data/processed_rois\class_4\group20085_20085_20085028_5.jpg,4
data/processed_rois\class_5\group20085_20085_20085028_6.jpg,5
data/processed_rois\class_6\group20085_20085_20085028_7.jpg,6
data/processed_rois\class_2\group20085_20085_20085028_8.jpg,2
data/processed_rois\class_1\group20085_20085_20085029_0.jpg,1
data/processed_rois\class_2\group20085_20085_20085029_1.jpg,2
data/processed_rois\class_2\group20085_20085_20085029_2.jpg,2
data/processed_rois\class_3\group20085_20085_20085029_3.jpg,3
data/processed_rois\class_3\group20085_20085_20085029_4.jpg,3
data/processed_rois\class_1\group20085_20085_20085029_5.jpg,1
data/processed_rois\class_5\group20085_20085_20085029_6.jpg,5
data/processed_rois\class_6\group20085_20085_20085029_7.jpg,6
data/processed_rois\class_1\group20085_20085_20085030_0.jpg,1
data/processed_rois\class_2\group20085_20085_20085030_1.jpg,2
data/processed_rois\class_4\group20085_20085_20085030_2.jpg,4
data/processed_rois\class_5\group20085_20085_20085030_3.jpg,5
data/processed_rois\class_6\group20085_20085_20085030_4.jpg,6
data/processed_rois\class_1\group20085_20085_20085030_5.jpg,1
data/processed_rois\class_2\group20085_20085_20085030_6.jpg,2
data/processed_rois\class_2\group20085_20085_20085030_7.jpg,2
data/processed_rois\class_1\group20085_20085_20085031_0.jpg,1
data/processed_rois\class_1\group20085_20085_20085031_1.jpg,1
data/processed_rois\class_2\group20085_20085_20085031_2.jpg,2
data/processed_rois\class_2\group20085_20085_20085031_3.jpg,2
data/processed_rois\class_3\group20085_20085_20085031_4.jpg,3
data/processed_rois\class_3\group20085_20085_20085031_5.jpg,3
data/processed_rois\class_6\group20085_20085_20085031_6.jpg,6
data/processed_rois\class_5\group20085_20085_20085031_7.jpg,5
data/processed_rois\class_1\group20085_20085_20085032_0.jpg,1
data/processed_rois\class_1\group20085_20085_20085032_1.jpg,1
data/processed_rois\class_3\group20085_20085_20085032_2.jpg,3
data/processed_rois\class_4\group20085_20085_20085032_3.jpg,4
data/processed_rois\class_5\group20085_20085_20085032_4.jpg,5
data/processed_rois\class_6\group20085_20085_20085032_5.jpg,6
data/processed_rois\class_6\group20085_20085_20085032_6.jpg,6
data/processed_rois\class_1\group20085_20085_20085033_0.jpg,1
data/processed_rois\class_1\group20085_20085_20085033_1.jpg,1
data/processed_rois\class_2\group20085_20085_20085033_2.jpg,2
data/processed_rois\class_3\group20085_20085_20085033_3.jpg,3
data/processed_rois\class_4\group20085_20085_20085033_4.jpg,4
data/processed_rois\class_5\group20085_20085_20085033_5.jpg,5
data/processed_rois\class_6\group20085_20085_20085033_6.jpg,6
data/processed_rois\class_1\group20085_20085_20085035_0.jpg,1
data/processed_rois\class_3\group20085_20085_20085035_1.jpg,3
data/processed_rois\class_3\group20085_20085_20085035_2.jpg,3
data/processed_rois\class_4\group20085_20085_20085035_3.jpg,4
data/processed_rois\class_5\group20085_20085_20085035_4.jpg,5
data/processed_rois\class_1\group20085_20085_20085036_0.jpg,1
data/processed_rois\class_2\group20085_20085_20085036_1.jpg,2
data/processed_rois\class_2\group20085_20085_20085036_2.jpg,2
data/processed_rois\class_4\group20085_20085_20085036_3.jpg,4
data/processed_rois\class_5\group20085_20085_20085036_4.jpg,5
data/processed_rois\class_6\group20085_20085_20085036_5.jpg,6
data/processed_rois\class_1\group20085_20085_20085036_6.jpg,1
data/processed_rois\class_1\group20085_20085_20085037_0.jpg,1
data/processed_rois\class_2\group20085_20085_20085037_1.jpg,2
data/processed_rois\class_3\group20085_20085_20085037_2.jpg,3
data/processed_rois\class_4\group20085_20085_20085037_3.jpg,4
data/processed_rois\class_6\group20085_20085_20085037_4.jpg,6
data/processed_rois\class_1\group20085_20085_20085038_0.jpg,1
data/processed_rois\class_3\group20085_20085_20085038_1.jpg,3
data/processed_rois\class_4\group20085_20085_20085038_2.jpg,4
data/processed_rois\class_5\group20085_20085_20085038_3.jpg,5
data/processed_rois\class_6\group20085_20085_20085038_4.jpg,6
data/processed_rois\class_2\group20085_20085_20085038_5.jpg,2
data/processed_rois\class_2\group20085_20085_20085038_6.jpg,2
data/processed_rois\class_3\group20085_20085_20085039_0.jpg,3
data/processed_rois\class_2\group20085_20085_20085039_1.jpg,2
data/processed_rois\class_4\group20085_20085_20085039_2.jpg,4
data/processed_rois\class_5\group20085_20085_20085039_3.jpg,5
data/processed_rois\class_1\group20085_20085_20085040_0.jpg,1
data/processed_rois\class_3\group20085_20085_20085040_1.jpg,3
data/processed_rois\class_2\group20085_20085_20085040_2.jpg,2
data/processed_rois\class_4\group20085_20085_20085040_3.jpg,4
data/processed_rois\class_6\group20085_20085_20085040_4.jpg,6
data/processed_rois\class_1\group20085_20085_20085040_5.jpg,1
data/processed_rois\class_6\group20085_20085_20085040_6.jpg,6
data/processed_rois\class_1\group20085_20085_20085041_0.jpg,1
data/processed_rois\class_3\group20085_20085_20085041_1.jpg,3
data/processed_rois\class_4\group20085_20085_20085041_2.jpg,4
data/processed_rois\class_4\group20085_20085_20085041_3.jpg,4
data/processed_rois\class_5\group20085_20085_20085041_4.jpg,5
data/processed_rois\class_6\group20085_20085_20085041_5.jpg,6
data/processed_rois\class_1\group20085_20085_20085041_6.jpg,1
data/processed_rois\class_2\group20085_20085_20085041_7.jpg,2
data/processed_rois\class_2\group20085_20085_20085041_8.jpg,2
data/processed_rois\class_1\group20085_20085_20085042_0.jpg,1
data/processed_rois\class_1\group20085_20085_20085042_1.jpg,1
data/processed_rois\class_2\group20085_20085_20085042_2.jpg,2
data/processed_rois\class_2\group20085_20085_20085042_3.jpg,2
data/processed_rois\class_3\group20085_20085_20085042_4.jpg,3
data/processed_rois\class_3\group20085_20085_20085042_5.jpg,3
data/processed_rois\class_4\group20085_20085_20085042_6.jpg,4
data/processed_rois\class_4\group20085_20085_20085042_7.jpg,4
data/processed_rois\class_5\group20085_20085_20085042_8.jpg,5
data/processed_rois\class_6\group20085_20085_20085042_9.jpg,6
data/processed_rois\class_1\group20085_20085_20085042_10.jpg,1
data/processed_rois\class_1\group20085_20085_20085042_11.jpg,1
data/processed_rois\class_1\group20085_20085_20085043_0.jpg,1
data/processed_rois\class_2\group20085_20085_20085043_1.jpg,2
data/processed_rois\class_2\group20085_20085_20085043_2.jpg,2
data/processed_rois\class_4\group20085_20085_20085043_3.jpg,4
data/processed_rois\class_6\group20085_20085_20085043_4.jpg,6
data/processed_rois\class_1\group20085_20085_20085043_5.jpg,1
data/processed_rois\class_2\group20085_20085_20085043_6.jpg,2
